repositoryUrl,ecosystem,registry_url,dependent_packages_count,dependent_repos_count,docker_dependents_count,docker_downloads_count,downloads,downloads_period,last_synced_at,status
https://github.com/exeme-project/exeme-lang,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/exercim/pdf-page-counter,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/eXist-db/exist,maven,https://repo.maven.apache.org/maven2/org/exist-db/exist-core/,45,110,2,5776,null,null,2023-07-16T20:38:31.843Z,OK
https://github.com/eXpandFramework/eXpand,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/expede/exceptional,hex,https://hex.pm/packages/exceptional/,6,10,null,null,207258,total,2023-06-30T13:00:30.556Z,OK
https://github.com/express-validator/express-validator,npm,https://www.npmjs.com/package/express-validator,8240,71253,832,9023864,1894871,last-month,2023-07-25T10:03:54.516Z,OK
https://github.com/ExpressLRS/ExpressLRS,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/extinctionrebellion/RebelsManager,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/ez8-co/yapi,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/f-droid/fdroidclient,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/f-person/git-blame.nvim,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/fabmob/velolibre,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/facebook/react,npm,https://www.npmjs.com/package/react-dom,181498,2621774,8067,1298583358,77855147,last-month,2023-07-24T16:15:14.082Z,OK
https://github.com/facing-dev/vue-facing-decorator,npm,https://www.npmjs.com/package/vue-facing-decorator,0,6,null,null,5946,last-month,2023-07-15T00:07:50.744Z,OK
https://github.com/factn/resilience-app,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/faisalman/ua-parser-js,npm,https://www.npmjs.com/package/ua-parser-js,1610,1003902,3821,669787689,46586904,last-month,2023-07-18T07:28:33.996Z,OK
https://github.com/faker-js/faker,npm,https://www.npmjs.com/package/@faker-js/faker,1273,17617,203,478295853,11394753,last-month,2023-07-25T09:48:28.377Z,OK
https://github.com/falahati/LiteDBViewer,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/falconry/falcon,pypi,https://pypi.org/project/falcon/,36,3310,62,573533,577829,last-month,2023-07-25T14:37:47.037Z,OK
https://github.com/famebot/hsl-gen,npm,https://www.npmjs.com/package/@famebot/hsl-gen,0,1,null,null,24,last-month,2023-07-10T16:18:53.321Z,OK
https://github.com/fan3750060/wpcore,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/fantasticit/think,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/farmOS/farmOS,packagist,https://packagist.org/packages/farmos/farmos#,0,8,1,55,2629,total,2023-07-22T16:17:48.219Z,OK
https://github.com/farry19/alfacms,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/FastEndpoints/FastEndpoints,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/fastjs-team/fastjs-next,npm,https://www.npmjs.com/package/fastjs-next,1,2,null,null,137,last-month,2023-07-22T16:13:02.794Z,OK
https://github.com/fastlane/fastlane,rubygems,https://rubygems.org/gems/fastlane,746,23407,267,33264959,102918311,total,2023-07-25T09:48:41.13Z,OK
https://github.com/FastReports/FastReport,go,https://pkg.go.dev/github.com/fastreports/fastreport,0,0,null,null,null,null,2023-07-17T17:27:42.933Z,OK
https://github.com/fcfdev/atom-fcf-plugin,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/FE-free/fc-angular,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/feathersjs/feathers,npm,https://www.npmjs.com/package/@feathersjs/feathers,418,2269,16,19135,230196,last-month,2023-07-25T00:01:16.889Z,OK
https://github.com/federated-press/mastodon,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/federated-wiki/backup-wiki,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/fedibird/mastodon,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/FedML-AI/FedML,pypi,https://pypi.org/project/fedml/,1,1,1,5,3815,last-month,2023-07-25T07:35:32.963Z,OK
https://github.com/feiskyer/kubernetes-handbook,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/femiwiki/docker-mediawiki,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/ferdium/ferdium-app,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/ffMathy/Shapeshifter,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/ffplayout/ffplayout,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/ffxivita/DalamudPlugins,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/FGPRC-FlightGearChina/YokeEmulatorforFG,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/final-form/react-final-form,npm,https://www.npmjs.com/package/react-final-form,620,10605,51,22395951,1362169,last-month,2023-07-25T03:00:57.992Z,OK
https://github.com/FinalFrontierGaming/Academy,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/finnhvman/matter,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/fintechee/Fintech-XCoinCH,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/firoorg/firo,go,https://pkg.go.dev/github.com/firoorg/firo,0,0,null,null,null,null,2023-07-24T11:11:17.165Z,OK
https://github.com/firstcontributions/first-contributions,pypi,https://pypi.org/project/hyundai-scs/,0,0,null,null,null,last-month,2023-07-16T17:41:06.36Z,OK
https://github.com/fisker/esm-utils,npm,https://www.npmjs.com/package/esm-utils,26,1294,13,801209600,219776,last-month,2023-07-22T07:27:35.851Z,OK
https://github.com/fission-codes/fission,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/fkhadra/react-toastify,npm,https://www.npmjs.com/package/react-toastify,1466,97433,566,389720920,6256018,last-month,2023-07-16T12:43:32.78Z,OK
https://github.com/FlagrantGarden/flfa,go,https://pkg.go.dev/github.com/FlagrantGarden/flfa,0,0,null,null,null,null,2023-07-11T09:01:46.797Z,OK
https://github.com/flamecore/user-agent,packagist,https://packagist.org/packages/flamecore/user-agent#,0,1,null,null,51927,total,2023-07-25T03:30:20.918Z,OK
https://github.com/Flank/flank,actions,null,0,2,null,null,null,null,2023-07-25T21:30:20.578Z,OK
https://github.com/flarum/flarum,packagist,https://packagist.org/packages/flarum/flarum#,0,1,null,null,222923,total,2023-07-14T23:08:59.76Z,OK
https://github.com/FlashpointProject/launcher,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/flatgeobuf/flatgeobuf,npm,https://www.npmjs.com/package/flatgeobuf,9,16,null,null,9381,last-month,2023-07-26T00:25:02.393Z,OK
https://github.com/flatpak/flatpak,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/FlawTechOfficial/Awesome-Asset-Discovery,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/flbulgarelli/headbreaker,npm,https://www.npmjs.com/package/headbreaker,2,2,null,null,317,last-month,2023-07-18T20:55:02.449Z,OK
https://github.com/flc1125/alidayu,packagist,https://packagist.org/packages/flc/alidayu#,10,24,null,null,42556,total,2023-07-17T02:31:31.327Z,OK
https://github.com/FlechazoPh/QLDependency,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/flipt-io/flipt,go,https://pkg.go.dev/go.flipt.io/flipt/sdk/go,0,1,null,null,null,null,2023-07-25T16:25:27.774Z,OK
https://github.com/floating-ui/floating-ui,npm,https://www.npmjs.com/package/@floating-ui/dom,479,13144,331,149389489,15679469,last-month,2023-07-24T15:04:03.969Z,OK
https://github.com/flosch/pongo2,go,https://pkg.go.dev/github.com/flosch/pongo2,691,2439,19,72298,null,null,2023-07-22T16:12:28.223Z,OK
https://github.com/Flow-Launcher/Flow.Launcher,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/flowjs/flow.js,npm,https://www.npmjs.com/package/@flowjs/flow.js,18,218,null,null,43392,last-month,2023-07-25T04:30:52.627Z,OK
https://github.com/floydspace/serverless-esbuild,npm,https://www.npmjs.com/package/serverless-esbuild,20,533,1,4,697875,last-month,2023-07-25T04:31:00.568Z,OK
https://github.com/fluentassertions/fluentassertions,go,https://pkg.go.dev/github.com/fluentassertions/fluentassertions,0,0,null,null,null,null,2023-07-22T16:12:40.051Z,OK
https://github.com/FluentHub/FluentHub,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/FluentValidation/FluentValidation,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/fluid-dev/hexo-theme-fluid,npm,https://www.npmjs.com/package/hexo-theme-fluid,2,331,null,null,1846,last-month,2023-07-24T05:28:11.047Z,OK
https://github.com/flutter-form-builder-ecosystem/flutter_form_builder,pub,https://pub.dev/packages/flutter_form_builder,37,669,null,null,null,null,2023-07-25T04:31:03.095Z,OK
https://github.com/flutter-stripe/flutter_stripe,pub,https://pub.dev/packages/flutter_stripe,9,200,null,null,null,null,2023-07-25T04:31:04.738Z,OK
https://github.com/flutternetwork/WiFiFlutter,pub,https://pub.dev/packages/wifi_iot,1,39,null,null,null,null,2023-07-25T04:30:55.674Z,OK
https://github.com/flybywiresim/aircraft,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/fmbot-discord/fmbot,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/FnrDev/slash-commands,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/fobgochod/git-commit-message-format,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/Fody/Fody,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/fontello/fontello,bower,null,0,5,null,null,null,null,2023-07-25T05:32:17.782Z,OK
https://github.com/foolcage/fooltrader,pypi,https://pypi.org/project/fooltrader/,0,1,null,null,13,last-month,2023-07-25T06:00:56.263Z,OK
https://github.com/foopgp/pgpid,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/forgetgame/TCP-IP-NetworkNote,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/forgoer/openssl,go,https://pkg.go.dev/github.com/forgoer/openssl,64,46,2,7,null,null,2023-07-19T09:21:38.608Z,OK
https://github.com/formatjs/formatjs,npm,https://www.npmjs.com/package/react-intl,3352,57947,372,245256706,5342054,last-month,2023-07-24T15:06:16.829Z,OK
https://github.com/Formicka/exchangerate.host,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/formium/formium,npm,https://www.npmjs.com/package/@formium/client,8,19,null,null,4654,last-month,2023-07-01T04:48:12.331Z,OK
https://github.com/FOSSBilling/FOSSBilling,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/foxhound87/mobx-react-form,npm,https://www.npmjs.com/package/mobx-react-form,25,217,null,null,27410,last-month,2023-07-25T01:36:25.16Z,OK
https://github.com/foxifyjs/foxify,npm,https://www.npmjs.com/package/foxify,6,22,null,null,306,last-month,2023-07-25T06:30:45.86Z,OK
https://github.com/foxundermoon/vs-shell-format,go,https://pkg.go.dev/github.com/foxundermoon/vs-shell-format,0,0,null,null,null,null,2023-07-25T22:35:40.018Z,OK
https://github.com/fpv-wtf/voc-poc,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/fpvout/DigiView-Android,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/framework7io/framework7,npm,https://www.npmjs.com/package/framework7,62,999,2,309,31248,last-month,2023-07-26T07:40:43.3Z,OK
https://github.com/franciscolourenco/done,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/FrankFu916/30dayMakeOS,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/frctl/fractal,npm,https://www.npmjs.com/package/@frctl/fractal,180,393,1,5,39035,last-month,2023-07-25T07:01:06.509Z,OK
https://github.com/FreeCAD/FreeCAD,conda,https://anaconda.org/conda-forge/freecad,2,4,null,null,null,null,2023-07-25T22:23:32.671Z,OK
https://github.com/freemocap/freemocap,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/FreeRDP/FreeRDP,vcpkg,null,0,0,null,null,null,null,2023-07-25T15:34:52.57Z,OK
https://github.com/freetones/freetones.github.io,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/FreezingMoon/AncientBeast,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/FridayCandour/cradova,npm,https://www.npmjs.com/package/@fridaycandour/cradova,0,0,null,null,61,last-month,2023-07-21T16:26:49.076Z,OK
https://github.com/Friendly-Robot/Email_Scraper_Chrome_Extension,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/fritx/wxbot,npm,https://www.npmjs.com/package/wxbot,0,0,null,null,11,last-month,2023-07-06T08:11:49.524Z,OK
https://github.com/fritzing/fritzing-app,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/fsd-nodejs/service-mw2,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/fslaborg/Deedle,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/FudaWiki/fudawiki-files,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/fullstack-build/tslog,npm,https://www.npmjs.com/package/tslog,312,1357,11,6651,533619,last-month,2023-07-25T14:14:12.365Z,OK
https://github.com/fullstackhero/dotnet-webapi-boilerplate,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/funk-team/funkLang,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/fuse-open/fuse-studio,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/futekov/csspre,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/fwartner/replace,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/fwh1990/react-native-upload,npm,https://www.npmjs.com/package/react-native-upload,2,7,null,null,242,last-month,2023-07-25T07:30:35.273Z,OK
https://github.com/fzerocentral/fzc-animated-ship,bower,null,0,1,null,null,null,null,2023-07-11T10:01:37.636Z,OK
https://github.com/gagoar/use-herald-action,actions,null,0,33,null,null,null,null,2023-07-13T08:30:09.354Z,OK
https://github.com/galio-org/galio,npm,https://www.npmjs.com/package/galio-framework,10,528,null,null,3790,last-month,2023-07-25T15:12:08.612Z,OK
https://github.com/game-ci/unity-actions,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/gaplo917/Ligatured-Hack,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/garrylachman/ElectroCRUD,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/GAwesomeBot/bot,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/gaz/EasyJobs,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/gaz561/.github,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/gbadev-org/awesome-gbadev,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/gbdev/awesome-gbdev,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/gdm-settings/gdm-settings,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/gdsc-utp-pe/.github,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/GeauxWeisbeck4/geauxweisbeck4.github.io,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/gee1k/uPic,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/geekdada/yasd,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/GeekGene/mewsfeed,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/GeekyAnts/NativeBase,npm,https://www.npmjs.com/package/native-base,355,19016,5,796,350570,last-month,2023-07-25T14:38:36.582Z,OK
https://github.com/general-programming/double-slab,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/Gennadiyev/SJTU-AI,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/genshindev/api,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/GeoJSON-Net/GeoJSON.Net,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/GeomScale/volesti,cran,https://cran.r-project.org/package=volesti,0,1,null,null,295,last-month,2023-07-18T23:01:28.772Z,OK
https://github.com/geongeorge/i-hate-regex,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/georust/geo,cargo,https://crates.io/crates/geo-types/,95,330,7,82450,2002620,total,2023-07-25T08:30:54.395Z,OK
https://github.com/geostyler/geostyler,npm,https://www.npmjs.com/package/geostyler,7,13,null,null,2575,last-month,2023-07-25T23:35:59.563Z,OK
https://github.com/gerbera/gerbera,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/getbase/base,npm,https://www.npmjs.com/package/@getbase/base,8,23,null,null,3496,last-month,2023-07-25T09:00:50.382Z,OK
https://github.com/getferdi/nightlies,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/getfider/fider,go,https://pkg.go.dev/github.com/getfider/fider,0,0,null,null,null,null,2023-07-25T09:00:58.185Z,OK
https://github.com/getgrav/grav,packagist,https://packagist.org/packages/getgrav/grav#,2,9,null,null,67040,total,2023-07-25T09:00:57.008Z,OK
https://github.com/getmoto/moto,pypi,https://pypi.org/project/moto/,96,4070,94,33420624,7904724,last-month,2023-07-25T23:21:22.289Z,OK
https://github.com/getsentry/sentry,npm,https://www.npmjs.com/package/dato,1,1,null,null,19,last-month,2023-07-26T06:15:07.206Z,OK
https://github.com/getsolus/help-center-docs,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/getspooky/yaldash,packagist,https://packagist.org/packages/yal/laraveldash#,0,1,null,null,895,total,2023-07-25T10:30:43.964Z,OK
https://github.com/GeyserMC/Geyser,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/gezelio/YTCR,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/gfx-rs/wgpu,cargo,https://crates.io/crates/wgpu/,219,3872,4,332,2506784,total,2023-07-25T12:00:52.266Z,OK
https://github.com/Gherciu/react-p5,npm,https://www.npmjs.com/package/react-p5,10,791,null,null,14857,last-month,2023-07-16T21:53:30.501Z,OK
https://github.com/ghostofcodes/Discord-Badges,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/GhostWriters/DockSTARTer,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/giampaolo/psutil,pypi,https://pypi.org/project/psutil/,1735,78574,7786,4680483051,65040979,last-month,2023-07-26T03:02:59.794Z,OK
https://github.com/gingerhot/joker,go,https://pkg.go.dev/github.com/gingerhot/joker,0,0,null,null,null,null,2023-07-25T11:31:39.927Z,OK
https://github.com/gioboa/jira-plugin,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/Giorgi/EntityFramework.Exceptions,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/giorgosart/react-easy-edit,npm,https://www.npmjs.com/package/react-easy-edit,6,64,null,null,23678,last-month,2023-07-25T15:01:05.251Z,OK
https://github.com/gioui/gio,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/Git-Commit-Show/100-Days-of-Code,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/gita/BhagavadGita,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/GitCodeCareer/hiring-system,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/gitcoinco/web,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/gitextensions/gitextensions,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/github/gitignore,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/gitthermal/thermal,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/givanz/VvvebJs,npm,https://www.npmjs.com/package/vvvebjs,0,3,null,null,46,last-month,2023-07-23T23:18:50.62Z,OK
https://github.com/GJNilsen/YPDrawSignatureView,cocoapods,https://cocoapods.org/pods/YPDrawSignatureView,0,1,null,null,null,null,2023-07-22T13:39:55.398Z,OK
https://github.com/gjtorikian/html-pipeline,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/gkbrk/slowloris,pypi,https://pypi.org/project/slowloris/,0,2,null,null,2086,last-month,2023-07-18T18:37:02.504Z,OK
https://github.com/glacials/splits-io,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/Glatek/bun-appetit,npm,https://www.npmjs.com/package/bun-appetit,1,0,null,null,8,last-month,2023-07-06T19:42:40.102Z,OK
https://github.com/gleamy-js/gleamy,npm,https://www.npmjs.com/package/gleamy,0,0,null,null,271,last-month,2023-07-22T08:30:27.086Z,OK
https://github.com/glennreyes/graphpack,npm,https://www.npmjs.com/package/graphpack,1,94,null,null,141,last-month,2023-07-22T17:36:12.064Z,OK
https://github.com/GlobalDeveloperNetwork/contributors,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/glpi-project/glpi,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/gngrOrg/gngr,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/go-fed/activity,go,https://pkg.go.dev/github.com/go-fed/activity,16,24,1,7,null,null,2023-07-25T15:01:13.481Z,OK
https://github.com/go-gitea/gitea,go,https://pkg.go.dev/github.com/go-gitea/gitea,0,41,null,null,null,null,2023-07-26T08:06:56.509Z,OK
https://github.com/go-hep/hep,go,https://pkg.go.dev/go-hep.org/x/hep,40,36,null,null,null,null,2023-07-17T03:03:38.013Z,OK
https://github.com/go-kratos/kratos,go,https://pkg.go.dev/github.com/go-kratos/kratos/v2,452,372,19,1305,null,null,2023-07-22T17:33:12.244Z,OK
https://github.com/go-rel/rel,go,https://pkg.go.dev/github.com/go-rel/rel,27,34,1,30,null,null,2023-07-25T15:34:02.274Z,OK
https://github.com/go-sonic/sonic,go,https://pkg.go.dev/github.com/go-sonic/sonic,0,0,null,null,null,null,2023-07-22T17:38:17.489Z,OK
https://github.com/go-task/task,go,https://pkg.go.dev/github.com/go-task/task/v3,15,34,21,379688,null,null,2023-07-25T02:37:50.714Z,OK
https://github.com/GOATech/goathack,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/goatui/components,npm,https://www.npmjs.com/package/@goatui/components,1,1,null,null,6679,last-month,2023-07-25T04:45:06.994Z,OK
https://github.com/godofredoninja/Mapache,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/gofiber/fiber,go,https://pkg.go.dev/github.com/gofiber/fiber/v2,3441,5223,218,3303369,null,null,2023-07-24T15:28:08.892Z,OK
https://github.com/gogearbox/gearbox,go,https://pkg.go.dev/github.com/gogearbox/gearbox,9,50,null,null,null,null,2023-07-25T15:33:58.769Z,OK
https://github.com/gogf/gf,go,https://pkg.go.dev/github.com/gogf/gf,492,378,42,7486,null,null,2023-07-25T13:29:31.086Z,OK
https://github.com/golang-module/carbon,go,https://pkg.go.dev/github.com/golang-module/carbon/v2,88,84,9,302364,null,null,2023-07-22T17:21:26.312Z,OK
https://github.com/GolangGDL/golang-workshop-1,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/gongfuxiang/shopxo,packagist,https://packagist.org/packages/shopxo/shopxo#,0,0,null,null,574,total,2023-07-15T22:10:28.223Z,OK
https://github.com/goodwithtech/dockle,go,https://pkg.go.dev/github.com/goodwithtech/dockle,4,1,4,31,null,null,2023-07-25T10:36:47.709Z,OK
https://github.com/GoogleChrome/lighthouse,npm,https://www.npmjs.com/package/lighthouse,504,5477,32,160311342,3348087,last-month,2023-07-26T06:29:48.603Z,OK
https://github.com/goreleaser/goreleaser,go,https://pkg.go.dev/github.com/goreleaser/goreleaser,644,3422,23,136689,null,null,2023-07-26T01:42:29.964Z,OK
https://github.com/gorse-io/gorse,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/gostor/awesome-go-storage,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/gotranspile/cxgo,go,https://pkg.go.dev/github.com/gotranspile/cxgo,5,2,null,null,null,null,2023-07-20T00:15:33.294Z,OK
https://github.com/gotson/komga,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/goupaz/goupaz.com,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/govinda777/AccountVAX,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/Gozargah/Marzban,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/gOzaru/docker-flutter,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/gpietro/react-numpad,npm,https://www.npmjs.com/package/react-numpad,1,26,null,null,1974,last-month,2023-07-18T03:01:49.43Z,OK
https://github.com/gprMax/gprMax,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/gpujs/gpu.js,npm,https://www.npmjs.com/package/gpu.js,62,804,null,null,34569,last-month,2023-07-25T16:13:13.822Z,OK
https://github.com/gr2m/awesome-buttons,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/GrabarzUndPartner/nuxt-speedkit,npm,https://www.npmjs.com/package/nuxt-speedkit,2,15,null,null,7393,last-month,2023-07-26T02:55:51.602Z,OK
https://github.com/GradienceTeam/Gradience,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/grahamhurrell/grahamhurrell.github.io,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/grain-lang/grain,npm,https://www.npmjs.com/package/@grain/stdlib,2,9,null,null,86,last-month,2023-07-19T17:28:05.668Z,OK
https://github.com/GramAddict/bot,pypi,https://pypi.org/project/gramaddict-beta/,0,1,null,null,53,last-month,2023-07-25T21:30:50.206Z,OK
https://github.com/grantjenks/python-sortedcontainers,conda,https://anaconda.org/anaconda/sortedcontainers,5,346,null,null,null,null,2023-07-22T17:37:40.64Z,OK
https://github.com/GrapesJS/grapesjs,npm,https://www.npmjs.com/package/grapesjs,132,362,3,65,264897,last-month,2023-07-25T10:04:28.04Z,OK
https://github.com/graphql-dotnet/graphql-dotnet,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/graphql-java/graphql-java,maven,https://repo.maven.apache.org/maven2/com/graphql-java/graphql-java/,365,1689,139,723800892,null,null,2023-07-25T21:30:49.466Z,OK
https://github.com/graphql-kit/graphql-voyager,npm,https://www.npmjs.com/package/graphql-voyager,60,382,2,13,169995,last-month,2023-07-25T10:03:59.418Z,OK
https://github.com/Graviton-Code-Editor/Graviton-App,cargo,https://crates.io/crates/gveditor-core-api/,1,1,null,null,1111,total,2023-07-18T23:30:49.35Z,OK
https://github.com/greenpau/caddy-security,go,https://pkg.go.dev/github.com/greenpau/caddy-security,2,3,3,458,null,null,2023-07-25T22:31:27.785Z,OK
https://github.com/greenshot/greenshot,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/gregberge/svgr,npm,https://www.npmjs.com/package/@svgr/core,625,1842062,2300,34883298,27681867,last-month,2023-07-24T15:55:32.999Z,OK
https://github.com/greyli/helloflask,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/grid-js/gridjs,npm,https://www.npmjs.com/package/gridjs,24,288,2,30,80714,last-month,2023-07-25T16:13:06.608Z,OK
https://github.com/gridaco/assistant,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/GridtNetwork/gridt-client,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/grok-prime/grok-prime,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/GromAIDa/api,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/groupoid/henk,npm,https://www.npmjs.com/package/henk,1,0,null,null,10,last-month,2023-07-26T02:00:29.665Z,OK
https://github.com/Growth-UI/Growth-UI-Native,npm,https://www.npmjs.com/package/@growth-ui/native,1,1,null,null,134,last-month,2023-07-09T02:11:00.315Z,OK
https://github.com/gtk-rs/gtk4-rs,cargo,https://crates.io/crates/gdk4/,18,300,4,332,442272,total,2023-07-26T02:01:01.677Z,OK
https://github.com/guardian/frontend,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/guardianproject/haven,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/guilded/guilded,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/guilhermelinosp/api-login-form,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/GuillaumeAI/astia2105,null,null,null,null,null,null,null,null,null,No lookups
https://github.com/gulpjs/gulp,npm,https://www.npmjs.com/package/gulp,79142,447157,1411,450196677,5452110,last-month,2023-07-25T15:14:29.833Z,OK
https://github.com/guofei9987/scikit-opt,pypi,https://pypi.org/project/scikit-opt/,3,22,null,null,2839,last-month,2023-07-25T16:14:56.702Z,OK
https://github.com/guoyangzhen/the-craft-of-selfteaching,null,null,null,null,null,null,null,null,null,No lookups
